_dataobs_,Pool,Horses,City_Town_Code,Approx_SQFT,Bedrooms_Plus,Year_Built,__Bedrooms,__Bathrooms,__of_Interior_Levels,Exterior_Stories,Elementary_School,Jr__High_School,High_School,Elem_School_Dist__,High_School_Dist__,Approx_Lot_SqFt,Dwelling_Styles,Loan_Type
11347,Private,N,Chandler,1815,4,1995,4,2,1,1,Frye,Willis,Hamilton,80,80,7710,Detached,Conventional
11348,None,Y,Scottsdale,1465,3,2021,3,2,1,1,Horseshoe Trails,Sonoran Trails,Cactus Shadows,93,93,43555,Detached,Conventional
11351,Private,N,Fountain Hills,1944,4,1986,3,2,3,2,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,10267,Detached,VA
11360,None,N,Chandler,1441,3,1997,3,2,1,1,Sanborn,Willis,Chandler High,80,80,6882,Detached,Cash
11364,None,N,Tempe,1249,3,1983,3,2,1,1,Ray Elementary,Connolly,Phoenix Union Cyber,3,210,9060,Detached,Conventional
11367,Private,N,Scottsdale,3705,7,1998,5,2.5,2,2,Grayhawk,Mountain Trail,Pinnacle,69,69,9375,Detached,Conventional
11369,Private,N,Scottsdale,3315,5,1979,5,4,1,1,Liberty Scottsdale,Desert Shadows Scott,Horizon School,69,69,34216,Detached,Conventional
11375,Private,N,Scottsdale,2575,4,1979,3,3,2,2,Cochise,Cocopah,Chaparral High,48,48,7311,Detached,Cash
11379,None,N,Chandler,3265,5,2014,4,2.5,1,1,T. Dale Hancock,Bogle Junior High,Hamilton,80,80,11442,Detached,Conventional
11382,Private,N,Scottsdale,1939,3,1975,3,2,1,1,Kiva,Mohave,Saguaro High,48,48,6371,Detached,Cash
11386,Private,N,Scottsdale,1818,3,1969,3,2,1,1,Pueblo,Mohave,Saguaro High,48,48,7313,Detached,Cash
11387,Private,N,Scottsdale,1998,3,2004,3,2,1,2,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,6291,Detached,Conventional
11396,Community,N,Scottsdale,1791,3,1989,3,2,1,1,Liberty Scottsdale,Sunrise Middle,Horizon School,69,69,4595,Detached,Conventional
11399,None,N,Scottsdale,1731,3,1958,3,2,1,1,Tonalea,Tonalea,Coronado High,48,48,7147,Detached,Cash
11406,Private,N,Chandler,1404,3,1979,3,2,1,1,Pomeroy,Hendrix,Dobson,4,4,7653,Detached,FHA
11409,None,N,Tempe,1404,3,1974,3,2,1,1,Frank Elementary Sch,Gililland,Tempe High School,3,213,7823,Detached,Cash
11416,Private,N,Scottsdale,3671,5,1999,4,3.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,39990,Detached,Cash
11423,Private,N,Scottsdale,2365,3,1998,3,2,1,1,Sandpiper,Desert Shadows Scott,Horizon,69,69,9320,Detached,Other
11425,Private,N,Chandler,3996,7,2004,5,3.5,2,1,Santan Elementary,Santan Junior High,Perry,80,80,8489,Detached,Conventional
11440,Private,N,Tempe,1669,4,1969,4,2,1,1,Meyer,Connolly,McClintock,3,3,7823,Detached,Cash
11443,Private,N,Scottsdale,3163,4,2004,4,2.5,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,18378,Detached,Conventional
11447,Private,N,Tempe,3586,6,2000,5,3.5,1,1,C. I. Waggoner,Kyrene Middle,Mountain Pointe,28,213,9331,Detached,Conventional
11448,Private,N,Scottsdale,2415,4,1987,4,2,1,1,North Ranch,Desert Shadows Scott,Horizon School,69,69,9826,Detached,Conventional
11449,Both,N,Scottsdale,2296,4,2000,4,2.5,2,2,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,8940,Detached,Cash
11450,None,N,Scottsdale,2242,3,1984,3,2,1,1,Sonoran Sky Scotts,Desert Shadows Scott,Horizon School,69,69,14869,Detached,Conventional
11452,Private,N,Scottsdale,2676,5,1984,5,3,2,2,Pueblo,Mohave,Saguaro High,48,48,7610,Detached,Conventional
11453,None,N,Chandler,3613,7,2000,6,3,2,2,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,10000,Detached,Conventional
11470,None,N,Tempe,1274,3,1960,3,1.75,1,1,Broadmor Elementary,Connolly,Tempe High School,3,213,7632,Detached,Conventional
11473,None,N,Tempe,1071,3,1979,3,2,1,1,Wood,Fees,Compadre,3,213,8490,Detached,Cash
11476,Private,N,Scottsdale,3159,5,1983,4,2.5,1,1,Sequoya,Cocopah,Chaparral High,48,48,18471,Detached,Cash
11483,Community,N,Scottsdale,1679,3,1985,3,2.5,2,2,Redfield Elementary,Desert Canyon,Desert Mountain High,48,48,4412,Detached,Conventional
11485,Community,N,Chandler,1682,4,1985,4,3,2,2,Rudy G. Bologna,Willis,Basha High,80,80,4687,Detached,Conventional
11491,Private,N,Scottsdale,2833,4,1989,4,2.5,1,1,Laguna,Mountainside,Desert Mountain High,48,48,10505,Detached,Conventional
11496,None,N,Fountain Hills,2748,3,1986,3,3.5,1,1,Fountain Hills Middl,Fountain Hills Middl,Fountain Hills,98,98,61010,Detached,Conventional
11505,Community,N,Chandler,1680,3,2003,2,2,1,1,Adult,Adult,Adult,80,80,7768,Detached,Conventional
11511,Both,N,Scottsdale,3393,6,2002,4,3.5,1,1,Desert Canyon,Desert Canyon,Desert Mountain,48,48,10105,Detached,Conventional
11516,Private,N,Chandler,3517,6,2004,4,4,1,1,John & Carol Carlson,Willie & Coy Payne J,Basha High,80,80,20097,Detached,Conventional
11523,None,N,Chandler,3232,5,2008,4,2.5,1,1,John & Carol Carlson,Willie & Coy Payne J,Basha High,80,80,10257,Detached,Conventional
11524,Both,N,Scottsdale,2400,6,1998,4,2,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,8079,Detached,Other
11525,Private,N,Chandler,4106,7,2009,6,4,2,2,Ira A. Fulton,Bogle Junior High,Hamilton,80,80,14816,Detached,Cash
11532,None,N,Scottsdale,1992,4,1958,4,2,1,1,Pima,Mohave,Coronado High,48,48,6815,Detached,Cash
11542,Private,N,Chandler,2287,4,1989,3,2.5,2,2,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,7488,Detached,Conventional
11545,None,N,Scottsdale,1826,4,1958,3,2,1,1,Pima,Supai,Coronado High,48,48,6419,Detached,Cash
11551,None,N,Chandler,2119,4,1989,4,2.5,2,2,Kyrene de la Paloma,Kyrene del Pueblo,Mountain Pointe,28,213,6464,Detached,Conventional
11562,None,N,Tempe,1800,4,1995,4,2,1,1,Kyrene de la Maripos,Kyrene Middle,Marcos De Niza,28,213,6473,Detached,Cash
11590,Private,N,Scottsdale,2600,3,1978,3,2.5,1,1,Kiva,Mohave,Saguaro,48,48,9236,Detached,Cash
11596,None,N,Fountain Hills,2506,4,1996,4,3,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,10463,Detached,Conventional
11599,Both,N,Tempe,2825,4,1988,4,3,2,2,Kyrene de la Maripos,Kyrene del Pueblo,Corona del Sol,28,213,7497,Detached,Conventional
11603,None,N,Chandler,2965,5,2018,4,3.5,2,2,Basha Elementary Sch,Santan Junior High,Hamilton,80,80,6508,Detached,Conventional
11605,Private,N,Chandler,2319,4,1998,4,2.5,2,2,Kyrene de la Paloma,Kyrene del Pueblo,Corona del Sol,28,28,6456,Detached,Conventional
11608,None,N,Scottsdale,1763,4,1984,4,2,1,1,Desert Springs,Desert Shadows,Horizon,69,69,6909,Detached,Carryback
11609,Private,N,Chandler,2587,6,1991,5,3,3,2,Kyrene de la Mirada,Kyrene del Pueblo,Corona del Sol,28,213,8163,Detached,Conventional
11612,Community,N,Scottsdale,1791,3,1989,3,2,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,5145,Detached,Conventional
11618,None,N,Chandler,1700,4,1995,4,2,1,1,Sanborn,Willis,Hamilton,80,80,5763,Detached,Conventional
11619,Private,N,Tempe,2082,4,1985,3,2,1,1,Kyrene de la Maripos,Kyrene Middle,Marcos De Niza,28,213,8298,Detached,Conventional
11620,Private,N,Chandler,1593,3,1994,3,2,1,1,Sanborn,Willis,Chandler High,80,80,8952,Detached,Conventional
11623,None,N,Tempe,1148,3,1968,3,2,1,1,Laird,Laird,McClintock,3,213,6181,Detached,Conventional
11630,None,N,Chandler,1283,3,1994,3,2,1,1,Dr. Howard K. Conley,Bogle Junior High,Hamilton,80,80,5044,Detached,Cash
11632,Private,N,Chandler,1008,3,1981,3,1.5,1,1,Sirrine,Hendrix,Dobson,4,4,7658,Detached,Conventional
11634,Community,N,Chandler,1158,2,2004,2,2,1,1,Adult,Adult,Adult,80,80,4288,Detached,Conventional
11636,Private,N,Scottsdale,3495,5,1992,4,3,2,1,Copper Ridge,Copper Ridge Middle,Chaparral Gilbert,48,48,16504,Detached,Conventional
11637,Private,N,Scottsdale,3305,6,1993,4,2.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,12954,Detached,Conventional
11639,Community,N,Scottsdale,2977,3,1999,3,2.5,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,12375,Detached,Conventional
11644,Community,N,Scottsdale,2109,3,2020,3,3,1,1,Pinnacle Peak,Mountain Trail,Pinnacle,69,69,4628,Detached,Cash
11652,Private,N,Chandler,2895,5,1987,5,3,2,2,Hartford Sylvia Enci,John M Andersen Jr H,Chandler High,80,80,8542,Detached,Conventional
11657,Private,N,Scottsdale,1616,3,1983,3,2,1,1,Sandpiper,Desert Shadows Scott,Horizon School,69,69,9079,Detached,Conventional
11668,None,N,Tempe,2028,5,1975,4,2,1,1,Kyrene de los Ninos,Kyrene Middle,Marcos De Niza,28,3,8403,Detached,Conventional
11670,Private,N,Chandler,2171,4,2003,3,2,1,1,Weinberg,San Tan,Perry,80,80,8576,Detached,Cash
11680,None,N,Chandler,1302,3,1976,3,2,1,1,Erie,John M Andersen Jr H,Chandler High,80,80,7096,Detached,Conventional
11682,None,N,Chandler,484,1,2008,1,1,1,1,Galveston,Willis,Chandler High,80,80,6011,Detached,Cash
11688,Private,Y,Scottsdale,3989,5,2002,5,4,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,54450,Detached,Cash
11692,Private,N,Scottsdale,2463,5,1996,4,3,2,2,Grayhawk,Explorer,Pinnacle,69,69,8319,Detached,Conventional
11695,Private,N,Scottsdale,2818,4,1992,4,3,2,2,North Ranch,Desert Shadows Scott,Horizon School,69,69,7460,Detached,Conventional
11711,None,N,Chandler,1996,5,1985,3,3,1,1,Kyrene de la Mirada,Pueblo,Mountain Pointe,28,28,10199,Detached,Conventional
11717,None,N,Tempe,1669,4,1970,4,2,1,1,Roosevelt,Powell,Dobson,4,4,7674,Detached,Conventional
11732,Private,N,Fountain Hills,2895,5,2003,4,3.5,2,2,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,13460,Detached,Cash
11736,Private,N,Chandler,3146,4,2003,4,2.5,2,2,T. Dale Hancock,Bogle Junior High,Hamilton,80,80,9186,Detached,Other
11739,Community,N,Scottsdale,1671,3,1996,2,2,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,6223,Detached,Conventional
11741,None,N,Tempe,1802,3,1960,3,2,1,1,Broadmor Elementary,Connolly,Tempe High School,3,3,9910,Detached,Conventional
11742,Private,N,Chandler,3014,5,2000,4,3,1,1,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,10629,Detached,Conventional
11743,Private,N,Chandler,2537,4,1998,4,2.5,1,1,Sanborn,Willis,Chandler High,80,80,18064,Detached,Conventional
11744,Private,N,Scottsdale,1865,4,1984,4,2,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,7800,Detached,Conventional
11749,Private,N,Scottsdale,1616,3,1989,3,2,1,1,Copper Ridge,Copper Ridge,Saguaro,48,48,4653,Detached,Conventional
11759,Private,N,Tempe,2070,4,1972,4,2,1,1,Fuller,Fees,Marcos De Niza,3,213,8795,Detached,Cash
11760,None,N,Chandler,1405,3,1985,3,2,1,1,Kyrene de la Mirada,Kyrene De La Paloma,Mountain Pointe,28,213,7542,Detached,Conventional
11764,None,N,Chandler,1316,3,2001,2,2,1,1,Jane D. Hull,Santan Junior High,Basha Elementary Sch,80,80,4750,Detached,Cash
11771,Community,N,Scottsdale,2466,3,1994,3,2,1,1,Laguna,Mountainside,Desert Mountain High,48,48,8310,Detached,Conventional
11775,None,N,Fountain Hills,2498,4,1994,3,2.5,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,18316,Detached,Conventional
11782,Private,N,Chandler,3854,6,2000,5,3,1,1,CTA Independence,Bogle Junior High,Hamilton,80,80,18165,Detached,Other
11786,Private,N,Scottsdale,3014,4,1997,4,3.5,1,1,Copper Canyon,Explorer,Pinnacle,69,69,10833,Detached,Conventional
11790,Private,N,Scottsdale,2000,3,1987,3,2,1,1,Copper Canyon,Sunrise,Horizon School,69,69,10470,Detached,Conventional
11791,Community,N,Scottsdale,2516,4,1980,3,3.5,2,2,Pima,Tonalea,Coronado High,48,48,7009,Detached,Cash
11793,Private,N,Scottsdale,2059,3,1976,3,2,1,1,Sandpiper,Desert Shadows,Horizon,69,69,9316,Detached,Conventional
11795,Private,N,Chandler,1886,3,1994,3,2,1,1,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,8237,Detached,Conventional
11797,Community,N,Chandler,1673,3,1984,3,2.5,2,2,John M. Andersen,John M Andersen Jr H,Chandler High,80,80,4530,Detached,Conventional
11798,Private,N,Chandler,1482,5,1971,5,2,1,1,Hartford Sylvia Enci,John M Andersen Jr H,Chandler High,80,80,6504,Detached,Cash
11804,Private,N,Scottsdale,3200,5,1979,4,3.5,2,2,Cochise,Cocopah,Chaparral High,48,48,7941,Detached,Conventional
11823,None,N,Scottsdale,2560,5,1971,4,3,1,1,Pima,Tonalea,Coronado High,48,48,7708,Detached,Cash
11825,None,N,Chandler,2890,6,2001,5,3.5,2,2,Santan Elementary,Santan Junior High,Basha High,80,80,9970,Detached,Conventional
11826,Private,N,Tempe,2855,5,1971,5,2.75,1,1,Curry,Connolly,McClintock,3,213,11413,Detached,Conventional
11830,Private,N,Scottsdale,1647,4,1972,4,2,1,1,Hohokam Scottsdale,Supai,Coronado High,48,48,5005,Detached,Conventional
11831,Private,N,Scottsdale,1749,4,1985,4,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,7937,Detached,Cash
11832,Private,N,Scottsdale,2065,4,1958,3,2,1,1,Pima,Mohave,Saguaro High,48,48,6533,Detached,Cash
11837,Private,N,Tempe,1999,4,1982,3,2,1,1,Kyrene del Norte,Kyrene Middle,Marcos De Niza,28,213,10176,Detached,Conventional
11845,None,N,Chandler,1559,5,1971,5,2,2,2,Galveston,Willis,Chandler High,80,80,6172,Detached,Cash
11848,None,N,Chandler,1320,3,2000,2,1.75,1,1,Rudy G. Bologna,Santan Junior High,Perry,80,80,3965,Detached,Conventional
11853,Private,N,Scottsdale,3632,4,2005,3,3,1,1,Grayhawk,Desert Shadows,Pinnacle,69,69,36847,Detached,Conventional
11857,Private,N,Scottsdale,3000,4,2001,4,3,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,45477,Detached,Conventional
11859,None,N,Scottsdale,2447,4,2017,3,2.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,6373,Detached,Other
11863,None,N,Chandler,3191,5,2015,4,3.5,1,1,Haley Elementary,Santan Junior High,Perry,80,80,10613,Detached,Cash
11867,Private,N,Chandler,3266,4,2002,4,3,1,1,Basha Elementary Sch,Bogle Junior High,Hamilton,80,80,13014,Detached,Conventional
11869,Private,N,Scottsdale,2378,4,1994,3,2.5,1,1,Pinnacle Peak,Mountain Trail,Pinnacle,69,69,8175,Detached,Other
11871,Private,N,Fountain Hills,2750,5,1979,4,2.5,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,20325,Detached,Cash
11882,Both,N,Chandler,2582,5,1992,5,3,2,2,Kyrene de la Mirada,Kyrene del Pueblo,Corona del Sol,28,213,7331,Detached,Conventional
11889,None,N,Fountain Hills,1777,3,1979,2,2,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,10049,Detached,Cash
11890,None,N,Scottsdale,1708,3,1992,3,2.5,2,2,Pinnacle Peak,Mountain Trail,Pinnacle,69,69,5123,Detached,Conventional
11893,Community,N,Scottsdale,1439,3,1990,3,2.5,2,1,Cheyene Elementary,Mountainside,Desert Mountain High,48,48,3947,Detached,Cash
11895,Community,N,Chandler,2027,6,1991,4,3,3,2,Kyrene de la Mirada,Kyrene del Pueblo,Corona del Sol,28,213,4540,Detached,Other
11912,Private,N,Chandler,5446,7,2007,6,4.5,2,2,Ira A. Fulton,Bogle Junior High,Hamilton,80,80,14764,Detached,Conventional
11919,Private,N,Scottsdale,2786,4,1996,4,2.5,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,10000,Detached,Cash
11924,None,N,Chandler,3330,4,2020,4,3.5,1,1,Haley Elementary,Santan Junior High,Perry,80,80,10800,Detached,Conventional
11939,Private,N,Scottsdale,1971,4,1983,4,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,8250,Detached,Cash
11943,None,N,Tempe,1928,4,1975,4,2,1,1,Kyrene del Norte,Kyrene Middle,Marcos De Niza,28,213,8120,Detached,Conventional
11954,Private,N,Tempe,1444,3,1973,3,2,1,1,Kyrene del Norte,Kyrene Middle,Marcos De Niza,28,213,7553,Detached,Conventional
11962,Private,N,Scottsdale,4413,5,1995,4,3.5,2,1,Liberty Scottsdale,Sunrise Middle,Horizon School,69,69,9803,Detached,Conventional
11964,Private,Y,Scottsdale,2718,5,1968,5,2.5,1,1,Sequoya,Cocopah,Chaparral High,48,48,36632,Detached,Conventional
11967,Private,N,Scottsdale,2581,4,1974,4,3,1,1,Sandpiper,Desert Shadows,Horizon,69,69,11417,Detached,Other
11976,Community,N,Scottsdale,1832,3,2021,3,2.5,2,2,Copper Canyon,Sunrise Middle,Horizon School,69,69,3742,Detached,Conventional
11991,Private,N,Scottsdale,3089,3,1999,3,2.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,16753,Detached,Cash
11992,Private,N,Scottsdale,2680,4,1985,4,2.5,1,1,Laguna,Mountainside,Desert Mountain,48,48,13058,Detached,Cash
11996,Private,N,Chandler,3289,5,2009,4,3,1,1,Audrey and Robert Ry,Willie & Coy Payne J,Perry,80,80,12249,Detached,Conventional
12000,Private,N,Scottsdale,1951,3,1987,3,2,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,9021,Detached,Cash
12001,Private,N,Scottsdale,2475,4,1990,4,2,1,1,Desert Springs,Desert Shadows Scott,Horizon,69,69,9455,Detached,Cash
12003,None,N,Scottsdale,2092,4,1959,3,2,1,1,Hohokam Scottsdale,Supai,Coronado,48,48,8605,Detached,Conventional
12004,Private,N,Scottsdale,2096,4,1979,3,2.5,1,1,Liberty Scottsdale,Sunrise Middle,Horizon School,69,69,11054,Detached,Cash
12005,None,N,Chandler,2258,5,2018,4,2.5,1,1,Haley Elementary,Willie & Coy Payne J,Perry,80,80,6600,Detached,Conventional
12010,None,N,Scottsdale,1260,4,1969,3,2,1,1,Yavapai,Tonalea,Coronado High,48,48,7033,Detached,Conventional
12014,Community,N,Tempe,2033,4,1986,4,2.5,1,1,Curry,Connolly,Tempe High School,213,213,6974,Detached,Conventional
12020,None,N,Tempe,1175,3,1969,3,2,1,1,Carminati,Gililland,Tempe High School,3,3,3572,Attached,Conventional
12027,None,N,Chandler,1671,3,1995,3,2,1,1,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,213,5293,Detached,Cash
12029,None,Y,Scottsdale,4294,5,2001,5,4,1,1,Horseshoe Trails,Sonoran Trails,Cactus Shadows,93,93,49658,Detached,Cash
12034,Private,N,Scottsdale,2852,4,1997,4,3,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,18520,Detached,Conventional
12038,Community,N,Chandler,2993,4,2012,3,2.5,2,2,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,2997,Detached,Conventional
12040,Private,N,Chandler,2758,4,2006,4,2.5,1,1,Haley Elementary,Santan Junior High,Perry,80,80,8124,Detached,Conventional
12053,Private,N,Scottsdale,2534,4,1979,4,2.5,1,1,Cochise,Cocopah,Chaparral High,48,48,8966,Detached,Conventional
12056,Private,N,Tempe,3583,6,1988,5,3.5,2,2,Kyrene de las Brisas,Kyrene Middle,Corona del Sol,28,213,17215,Detached,Conventional
12057,Private,N,Scottsdale,3204,5,1981,4,3,1,1,Sonoran Sky Scotts,Desert Shadows Scott,Horizon School,69,69,23016,Detached,Conventional
12064,None,N,Chandler,3725,6,2004,4,3,2,2,Haley Elementary,Santan Junior High,Perry,80,80,8400,Detached,Conventional
12066,Private,N,Chandler,2709,4,2000,3,2,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,12781,Detached,Conventional
12075,None,N,Scottsdale,1306,3,1987,2,2,1,1,Aztec Elementary Sch,Desert Canyon Middle,Desert Mountain High,48,48,4641,Detached,Conventional
12084,None,N,Scottsdale,952,3,1956,2,1,1,1,Hohokam Scottsdale,Supai,Coronado High,48,48,6007,Detached,Cash
12086,Private,N,Chandler,1092,3,1981,3,1,1,1,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,213,7523,Detached,Conventional
12109,Private,N,Scottsdale,2236,4,1993,4,2,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,16666,Detached,Conventional
12110,Both,N,Scottsdale,2050,3,1998,3,2.5,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,6567,Detached,Conventional
12111,Private,N,Scottsdale,2005,4,1966,4,2,1,1,Navajo,Mohave,Saguaro High,48,48,11448,Detached,Conventional
12124,Private,N,Scottsdale,1669,4,1957,4,2,1,1,Pima,Mohave,Coronado High,48,48,7746,Detached,Conventional
12129,None,N,Chandler,1917,4,2019,4,3,1,1,Haley Elementary,Santan Junior High,Perry,80,80,5910,Detached,Conventional
12130,Private,N,Chandler,2512,6,1998,4,3,2,2,Dr. Howard K. Conley,Bogle Junior High,Hamilton,80,80,7000,Detached,Conventional
12145,None,N,Chandler,1820,4,2000,3,2.5,2,2,Rudy G. Bologna,Santan Junior High,Perry,80,80,2970,Detached,Conventional
12147,Private,N,Scottsdale,6132,5,1987,3,4.5,1,1,Lone Mountain,Sonoran Trails,Cactus Shadows,93,93,122834,Detached,Conventional
12153,Private,N,Chandler,3892,5,2004,5,3.5,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,20062,Detached,Conventional
12155,Both,N,Scottsdale,2179,3,1990,2,2,1,1,Laguna,Mountainside,Desert Mountain High,48,48,8103,Detached,Conventional
12165,None,N,Tempe,4017,7,1974,4,2.5,3,2,Curry,Connolly,McClintock,3,213,11644,Detached,Conventional
12176,None,N,Scottsdale,2068,4,1978,4,2,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,8505,Detached,Other
12178,Private,N,Tempe,2192,3,1963,3,2,2,2,Hudson,Connolly,McClintock,3,213,7536,Detached,Cash
12189,Private,N,Scottsdale,3470,4,1985,4,2.5,1,1,Sonoran Sky Scotts,Desert Shadows Scott,Horizon School,69,69,35333,Detached,Conventional
12204,Private,N,Scottsdale,2356,5,1990,4,3,3,2,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,6733,Detached,Other
12207,None,N,Scottsdale,1440,3,1988,3,2,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,4500,Detached,Conventional
12227,None,N,Chandler,1448,3,1983,3,2,1,1,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,213,7357,Detached,Conventional
12230,Community,N,Chandler,969,2,1996,2,2,1,1,Adult,Adult,Adult,0,0,3031,Detached,Other
12238,Private,N,Scottsdale,3170,5,1998,4,2.5,1,1,Desert Willow Cave,Sonoran Trails,Cactus Shadows,93,93,11525,Detached,Other
12258,Community,N,Scottsdale,3375,5,1999,4,3.5,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,11385,Detached,Conventional
12262,Private,N,Scottsdale,1556,3,1958,3,2,1,1,Tonalea,Supai,Coronado High,48,48,8512,Detached,Conventional
12263,Community,N,Scottsdale,1838,3,1985,3,2,1,1,Laguna,Mountainside,Desert Mountain High,48,48,6352,Detached,Cash
12268,Private,N,Scottsdale,3564,5,1991,4,3.5,1,1,Pinnacle Peak,Mountain Trail,Pinnacle,69,69,54795,Detached,Conventional
12269,Both,N,Scottsdale,2532,4,2003,3,3.5,1,1,Grayhawk,Desert Shadows Scott,Pinnacle,69,69,9240,Detached,Conventional
12273,None,Y,Scottsdale,3695,5,2014,5,3.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,49500,Detached,Conventional
12281,None,N,Chandler,1975,4,2017,3,2.5,2,2,Haley Elementary,Santan Junior High,Perry,80,80,3280,Detached,Other
12287,None,N,Chandler,5172,5,2009,5,4.5,1,1,T. Dale Hancock,Bogle Junior High,Hamilton,80,80,22725,Detached,Conventional
12289,Private,N,Scottsdale,2424,3,1978,3,2,1,1,Cochise,Cocopah,Chaparral High,48,48,13479,Detached,Conventional
12295,Private,N,Scottsdale,2007,4,1991,3,2,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,7399,Detached,Cash
12304,Community,N,Scottsdale,1707,3,1998,2,2,1,1,Lone Mountain,Sonoran Trails,Cactus Shadows,93,93,6312,Detached,Other
