_dataobs_,Pool,Horses,City_Town_Code,Approx_SQFT,Bedrooms_Plus,Year_Built,__Bedrooms,__Bathrooms,__of_Interior_Levels,Exterior_Stories,Elementary_School,Jr__High_School,High_School,Elem_School_Dist__,High_School_Dist__,Approx_Lot_SqFt,Dwelling_Styles,Loan_Type
10341,None,N,Tempe,1112,3,1959,3,2,1,1,Curry,Connolly,McClintock,3,213,6000,Detached,Cash
10343,Private,N,Scottsdale,4350,8,1980,6,5,1,1,Sequoya,Cocopah,Paradise Valley,48,48,29515,Detached,Cash
10344,None,N,Tempe,1512,0,1925,0,0,1,1,Scales,Gililland,Tempe Academy Of Int,3,3,25264,Detached,Cash
10345,Both,N,Scottsdale,3105,4,2004,3,3.5,2,2,Copper Ridge,Copper Ridge Middle,Chaparral High,48,48,6585,Detached,Conventional
10356,None,N,Chandler,2280,4,1997,3,2,1,1,Basha Elementary Sch,Bogle Junior High,Hamilton,80,80,8686,Detached,Conventional
10359,None,N,Fountain Hills,2800,4,1986,4,2,1,1,Fountain Hills,Fountain Hills,Fountain Hills,98,98,11195,Detached,Conventional
10365,None,N,Chandler,1656,3,1994,3,2,1,1,Kyrene del Sureno,Kyrene Middle,Corona del Sol,28,213,5166,Detached,Other
10366,Private,N,Tempe,1572,3,1974,3,2,1,1,Fuller,Fees,Marcos De Niza,3,213,7645,Detached,Conventional
10369,None,N,Scottsdale,1556,4,1983,3,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,6955,Detached,Cash
10374,None,N,Chandler,1517,3,1994,3,2,1,1,Dr. Howard K. Conley,Bogle Junior High,Hamilton,80,80,5502,Detached,Conventional
10382,Private,N,Scottsdale,3940,6,1999,4,4.5,2,2,Grayhawk,Mountain Trail,Pinnacle,69,69,22555,Detached,Conventional
10383,Private,N,Chandler,3545,6,2015,4,3.5,1,1,John & Carol Carlson,Willie & Coy Payne J,Basha High,80,80,22796,Detached,Conventional
10391,Private,N,Chandler,3091,6,2005,5,4,2,2,Haley Elementary,Santan Junior High,Perry,80,80,9125,Detached,Conventional
10394,None,Y,Scottsdale,2310,4,2019,4,2,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,47711,Detached,Conventional
10398,Private,N,Scottsdale,1700,3,1977,3,2,1,1,Kiva,Mohave,Saguaro High,48,48,7709,Detached,Conventional
10401,Private,N,Fountain Hills,3334,5,1995,5,3,2,2,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,15002,Detached,Conventional
10406,Private,N,Fountain Hills,2090,4,1981,3,2,1,1,Fountain Hills,Fountain Hills,Other,98,98,11103,Detached,Conventional
10413,None,N,Chandler,2230,4,2014,3,2.5,1,1,Ira A. Fulton,San Tan,Hamilton,80,80,7976,Detached,Conventional
10414,Private,N,Chandler,2958,5,2002,5,2.5,2,2,Navarrete,Willie & Coy Payne J,Basha High,80,80,7762,Detached,Conventional
10420,None,N,Scottsdale,1748,3,1957,3,2,1,1,Yavapai,Tonalea,Coronado High,48,48,6840,Detached,Cash
10426,None,N,Chandler,1528,3,1992,3,2,1,1,Hohokam Scottsdale,John M Andersen Elem,Chandler High,80,80,5188,Detached,Conventional
10427,None,N,Scottsdale,1440,3,1985,2,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,7211,Detached,Cash
10430,None,N,Chandler,1501,3,1989,3,2,1,1,Chandler Traditional,John M Andersen Jr H,Chandler High,80,80,5140,Detached,Other
10433,None,N,Tempe,1714,4,1965,3,1.5,1,1,Curry,Connolly,McClintock,3,213,6974,Detached,Conventional
10436,Community,N,Chandler,1313,3,1991,3,2,1,1,Kyrene de las Brisas,Kyrene Aprende,Corona del Sol,28,213,4243,Detached,Other
10443,Private,N,Scottsdale,2931,4,1980,4,3,1,1,Sonoran Sky Scotts,Desert Shadows Scott,Horizon School,69,69,35140,Detached,Exchange
10452,Private,N,Scottsdale,2008,4,1966,4,2,1,1,Pueblo,Mohave,Saguaro,48,48,10434,Detached,Conventional
10457,Private,N,Tempe,2917,4,1983,4,3,2,2,Kyrene del Cielo,Kyrene Aprende,Corona del Sol,28,213,8934,Detached,Conventional
10459,Private,N,Chandler,1814,3,1992,3,2,1,1,Kyrene de las Brisas,Kyrene Aprende,Corona del Sol,28,213,5820,Detached,Conventional
10460,None,N,Chandler,2415,5,2005,4,2.5,1,1,CTA Humphrey,Willis,Perry,80,80,9396,Detached,Cash
10465,Community,N,Scottsdale,1579,3,2001,3,2,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,6219,Detached,Cash
10471,Community,N,Chandler,1706,3,2000,2,2,1,1,Adult,Adult,Adult,80,80,7185,Detached,Conventional
10474,None,N,Chandler,1078,2,1990,2,2,1,1,Kyrene de la Mirada,Kyrene del Pueblo,Corona del Sol,28,3,4609,Detached,VA
10483,Private,N,Scottsdale,2949,4,1983,4,2.5,1,1,Cheyenne Traditional,Desert Canyon Middle,Desert Mountain High,48,48,18543,Detached,Conventional
10500,None,N,Chandler,1805,4,1983,4,2,1,1,Sirrine,Hendrix,Dobson,4,4,7379,Detached,Conventional
10504,None,N,Chandler,1620,3,1994,3,2,1,1,Frye,Willis,Hamilton,80,80,4857,Detached,Conventional
10505,None,N,Chandler,1250,3,1984,3,2,1,1,Knox,John M Andersen Jr H,Chandler High,80,80,4674,Detached,FHA
10516,Private,N,Chandler,3036,6,2015,4,3,2,2,Ira A. Fulton,Santan Junior High,Hamilton,80,80,13326,Detached,Conventional
10529,None,N,Scottsdale,1841,3,1983,3,2,1,1,North Ranch,Desert Shadows Scott,Horizon,69,69,7974,Detached,Other
10538,Private,N,Chandler,1233,3,1996,3,2,1,1,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,6033,Detached,Conventional
10542,Private,N,Scottsdale,3139,6,1963,4,3,3,2,Navajo,Mohave,Saguaro High,48,48,12597,Detached,Other
10548,None,N,Scottsdale,1350,3,1955,3,2,1,1,Tonalea,Ingleside,Arcadia High,48,48,6788,Detached,Conventional
10550,None,N,Tempe,1685,3,2011,3,3.5,2,2,Curry,Connolly,McClintock,3,213,3100,Detached,Other
10568,None,N,Chandler,2380,5,2002,4,2,1,1,T. Dale Hancock,Bogle Junior High,Hamilton,80,80,7941,Detached,Conventional
10574,Community,N,Scottsdale,2883,4,1994,4,3,1,1,Laguna,Mountainside,Desert Mountain High,48,48,9334,Detached,Cash
10581,Private,N,Fountain Hills,2439,4,1999,3,2.5,1,1,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,7932,Detached,VA
10589,Private,N,Chandler,2472,4,2000,4,3,2,2,T. Dale Hancock,Bogle Junior High,Hamilton,80,80,7158,Detached,Conventional
10591,Private,N,Chandler,2285,6,2007,4,2,1,1,Audrey and Robert Ry,Willie & Coy Payne J,Perry,80,80,8567,Detached,Conventional
10600,None,N,Scottsdale,1573,4,1960,3,2,1,1,Pima,Supai,Coronado High,48,48,7224,Detached,Cash
10601,None,N,Scottsdale,1147,2,1984,2,2,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,8876,Detached,Conventional
10614,Private,N,Chandler,1438,3,1996,3,2,1,1,Sanborn,Willis,Chandler High,80,80,4792,Detached,Conventional
10615,Community,N,Tempe,1417,4,1989,3,2.5,2,2,C. I. Waggoner,Kyrene Middle,Corona del Sol,28,213,3128,Detached,Other
10619,Community,N,Scottsdale,4041,5,1997,4,3.5,1,1,Laguna,Mountainside,Desert Mountain High,48,48,13696,Detached,Conventional
10627,Private,N,Fountain Hills,4066,4,1999,3,2.5,1,1,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,28641,Detached,Conventional
10630,Private,N,Chandler,2642,5,2007,4,2.5,1,1,John & Carol Carlson,Willie & Coy Payne J,Basha Elementary Sch,80,80,10703,Detached,Conventional
10631,Community,N,Scottsdale,2816,4,2001,3,3.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,12825,Detached,Cash
10634,Private,N,Scottsdale,1836,4,1959,4,2,1,1,Navajo,Mohave,Saguaro High,48,48,7087,Detached,Exchange
10639,Private,N,Chandler,2672,6,2000,5,3.5,2,2,Basha Elementary Sch,Bogle Junior High,Hamilton,80,80,7682,Detached,Conventional
10648,Both,N,Tempe,2670,4,1973,4,2.5,2,2,Rover,Fees,Marcos De Niza,3,3,6900,Detached,Conventional
10650,None,N,Scottsdale,1518,3,1985,3,2,1,1,North Ranch,Desert Shadows,Horizon,69,69,9037,Detached,Conventional
10665,Community,N,Chandler,1422,3,2003,3,2,1,1,CTA Humphrey,San Tan,Perry,80,80,4050,Detached,Conventional
10677,Both,N,Scottsdale,3255,4,2001,4,3.5,1,1,Copper Ridge,Sonoran Trails,Cactus Shadows,2,2,12825,Detached,Conventional
10682,Private,N,Scottsdale,2605,4,1985,4,3,2,2,North Ranch,Desert Shadows Scott,Horizon School,69,69,10695,Detached,Cash
10692,Private,N,Fountain Hills,2421,4,1989,4,2.5,2,2,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,12997,Detached,Conventional
10693,Private,N,Scottsdale,1879,4,1994,3,2,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,5651,Detached,Conventional
10697,None,N,Scottsdale,2001,3,1986,3,2,1,1,North Ranch,Sunrise,Horizon,69,69,10938,Detached,VA
10707,None,N,Scottsdale,1452,2,1985,2,2,1,1,Sandpiper,Desert Shadows Scott,Horizon School,69,69,9024,Detached,Conventional
10708,Private,N,Chandler,1790,3,1992,3,2,1,1,San Marcos,Bogle Junior High,Hamilton,80,80,7144,Detached,Conventional
10710,None,N,Tempe,1276,3,1978,3,2,1,1,Carminati,McKemy,Tempe High School,3,213,7004,Detached,Conventional
10711,Private,N,Tempe,1728,3,1969,3,2,1,1,Arredondo Elem,Connolly,Tempe High School,3,213,9378,Detached,Cash
10713,Private,N,Chandler,1249,3,1980,3,2,1,1,Franklin At Alma Ele,Franklin Junior High,Dobson,4,4,6695,Detached,Cash
10716,Private,N,Scottsdale,3351,4,2000,3,3.5,1,1,Black Mountain,Desert Mountain Midd,Cactus Shadows,93,93,27222,Detached,Cash
10717,Private,N,Scottsdale,4031,6,1995,5,4,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,14680,Detached,VA
10737,None,N,Tempe,2341,5,1965,4,2.5,1,1,Holdeman,Gililland,Tempe High School,3,213,8091,Detached,Conventional
10761,Community,N,Scottsdale,2046,3,1987,3,3,2,2,Liberty Scottsdale,Sunrise Middle,Horizon School,69,69,5725,Detached,Cash
10766,None,N,Chandler,2137,4,2004,3,2,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,11265,Detached,Cash
10767,None,N,Chandler,1640,3,1995,3,2,1,1,Kyrene de las Brisas,Kyrene Aprende,Corona del Sol,28,213,4722,Detached,Conventional
10777,Private,N,Scottsdale,2600,5,1991,4,2,1,1,North Ranch,Sunrise Middle,Horizon School,69,69,8299,Detached,Other
10783,Community,N,Chandler,2027,6,1991,4,3,3,2,Kyrene de la Mirada,Kyrene del Pueblo,Corona del Sol,28,213,4113,Detached,Conventional
10789,Private,N,Scottsdale,2545,5,1966,5,2,1,1,Kiva,Mohave,Saguaro High,48,48,11341,Detached,Conventional
10794,Private,N,Scottsdale,1416,3,1959,3,2,1,1,Navajo,Mohave,Coronado High,48,48,6884,Detached,Other
10796,Community,N,Scottsdale,1535,4,1986,2,3,2,2,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,3522,Detached,Conventional
10806,None,N,Scottsdale,3320,4,1986,3,3,1,1,Pinnacle Peak,Mountain Trail,Pinnacle,69,69,43113,Detached,Conventional
10813,Private,N,Scottsdale,2452,3,1990,3,2.5,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,9222,Detached,Cash
10814,Community,N,Chandler,3258,5,2008,4,3,2,2,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,7200,Detached,Conventional
10818,Private,N,Fountain Hills,2766,3,1990,3,2.5,1,1,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,21074,Detached,Conventional
10834,None,N,Chandler,1320,3,1983,3,2,1,1,Kyrene de la Paloma,Kyrene del Pueblo,Corona del Sol,28,213,7857,Detached,Conventional
10840,None,N,Tempe,1192,3,1961,3,2,1,1,Holdeman,Gililland,Tempe High School,3,213,7889,Detached,Cash
10841,None,N,Tempe,1032,2,1984,2,2,1,1,Kyrene de los Ninos,Kyrene Middle,Marcos De Niza,28,213,7527,Detached,Conventional
10843,None,N,Scottsdale,3111,3,1984,2,3,1,1,Sequoya,Cocopah,Chaparral High,48,48,36219,Detached,Cash
10848,Private,N,Scottsdale,2879,6,1994,4,2.5,1,1,Liberty Scottsdale,Sunrise Middle,Horizon,69,69,10140,Detached,Cash
10849,Private,N,Chandler,2921,5,2013,4,3.5,1,1,John & Carol Carlson,Willie & Coy Payne J,Basha High,80,80,9100,Detached,Conventional
10855,Private,N,Chandler,2876,4,2006,4,2.5,1,1,John & Carol Carlson,Willie & Coy Payne J,Basha High,80,80,11525,Detached,Cash
10861,None,N,Scottsdale,1980,3,1985,3,2,1,1,North Ranch,Desert Shadows Scott,Horizon School,69,69,9748,Detached,Cash
10865,Private,N,Scottsdale,1490,3,1994,3,2,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,5849,Detached,VA
10867,Private,N,Tempe,2217,4,1996,4,2,1,1,Kyrene de la Maripos,C. I. Waggoner,Tempe High School,28,213,7153,Detached,Cash
10872,Community,N,Chandler,2196,5,2021,4,4.5,2,2,Basha Elementary Sch,Santan Junior High,Hamilton,80,80,2794,Detached,Conventional
10874,Private,N,Tempe,2080,4,1961,4,3,1,1,Laird,Taylor,Tempe High School,3,213,8764,Detached,Conventional
10877,Private,N,Chandler,2237,5,2005,4,2.5,2,2,Navarrete,Willie & Coy Payne J,Basha High,80,80,7605,Detached,Conventional
10879,None,N,Chandler,1883,4,1995,3,2,1,1,Kyrene de las Brisas,Kyrene Aprende,Corona del Sol,28,213,6050,Detached,Conventional
10880,Private,N,Tempe,1522,3,1963,3,2,1,1,Carminati,McKemy,McClintock,3,3,8133,Detached,Cash
10885,Both,N,Tempe,1201,3,1985,3,2,1,1,Kyrene de los Ninos,Kyrene Middle,Corona del Sol,18,213,4639,Detached,Conventional
10889,None,N,Tempe,1303,3,1979,3,2,1,1,Carminati,Gililland,Tempe High School,3,213,7771,Detached,Conventional
10893,Private,N,Scottsdale,3579,5,2004,4,4.5,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,9931,Detached,Conventional
10894,Private,Y,Scottsdale,3809,6,1983,4,5,1,1,Lone Mountain,Sonoran Trails,Cactus Shadows,93,93,50377,Detached,Conventional
10899,Both,N,Tempe,2090,3,1978,3,2,1,1,Rover,Fees,Marcos De Niza,3,213,9509,Detached,Cash
10910,Private,N,Scottsdale,1592,3,1986,3,2,1,1,Sandpiper,Desert Shadows Scott,Horizon School,69,69,7508,Detached,Conventional
10912,Private,N,Chandler,2595,4,1992,4,3,2,2,Kyrene de la Maripos,Kyrene del Pueblo,Corona del Sol,28,3,11718,Detached,Conventional
10930,Private,N,Chandler,1709,4,1982,4,2,1,1,Frost,Hendrix,Dobson,4,4,7004,Detached,FHA
10932,None,N,Tempe,1189,3,1959,3,2,1,1,Flora Threw,Connolly,McClintock,3,213,6643,Detached,Conventional
10944,Both,N,Scottsdale,2167,4,2001,3,2,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,6049,Detached,Conventional
10952,Private,N,Scottsdale,1796,3,1977,3,2,1,1,Paradise Valley,Paradise Valley,Paradise Valley,69,69,11000,Detached,Other
10954,None,N,Tempe,2103,3,1977,3,2,1,1,Curry,Connolly,McClintock,3,213,5680,Detached,Other
10958,None,N,Tempe,2388,3,1962,3,2,1,1,Tempe High School,Tempe High School,Tempe High School,3,213,8159,Detached,Conventional
10960,Private,N,Tempe,1950,4,1962,4,2,1,1,Carminati,McKemy,Tempe High School,3,213,9631,Detached,Conventional
10963,None,N,Tempe,1672,4,1955,4,2,1,1,Broadmor Elementary,McClintock,Tempe High School,213,213,8067,Detached,Cash
10965,None,N,Scottsdale,1423,3,1960,3,2,1,1,Tonalea,Mohave,Coronado High,48,48,7345,Detached,Cash
10967,None,N,Scottsdale,1392,3,1961,3,2,1,1,Hohokam Scottsdale,Supai,Coronado High,48,48,6262,Detached,Cash
10971,Community,N,Tempe,1619,3,1986,3,2.5,2,2,Kyrene de la Maripos,Kyrene Middle,Marcos De Niza,28,213,8032,Detached,Other
10973,None,N,Chandler,1210,3,1987,3,2,1,1,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,213,4892,Detached,Conventional
10982,None,Y,Scottsdale,2780,6,2005,6,3.5,1,1,Lone Mountain,Sonoran Trails,Cactus Shadows,93,93,49963,Detached,Conventional
10985,Private,N,Chandler,3621,7,2001,6,3.5,2,2,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,10010,Detached,Conventional
10994,Private,N,Chandler,2186,4,1981,4,2,1,1,Sirrine,Summit School,Dobson,4,4,7976,Detached,Conventional
10999,Both,N,Chandler,1350,3,2002,2,2,1,1,Adult,Adult,Adult,80,80,6818,Detached,Cash
11007,None,N,Scottsdale,1557,3,1967,3,2,1,1,Navajo,Mohave,Saguaro High,48,48,7825,Detached,Other
11016,Both,N,Scottsdale,1656,3,2000,3,2,1,1,Copper Ridge,Copper Ridge Middle,Chaparral High,48,48,6695,Detached,Conventional
11017,Private,N,Chandler,2843,6,2002,4,2.5,1,1,John & Carol Carlson,Willie & Coy Payne J,Basha High,80,80,10689,Detached,Other
11022,Private,N,Chandler,3443,5,1988,5,3,3,2,Chandler Traditional,John M Andersen Jr H,Chandler High,80,80,7688,Detached,Conventional
11031,Private,N,Scottsdale,3503,4,2007,4,2.5,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,9276,Detached,Conventional
11034,Private,N,Scottsdale,3151,3,1988,3,2.75,1,1,Cheyene Elementary,Desert Canyon,Desert Mountain High,48,48,15699,Detached,Conventional
11039,Private,N,Scottsdale,2414,4,1982,3,3,1,1,Cochise,Cocopah,Chaparral High,48,48,7204,Detached,Cash
11040,Private,N,Scottsdale,2595,5,2001,4,3,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,46609,Detached,Other
11048,Private,N,Chandler,3291,8,1998,5,2.5,2,2,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,7754,Detached,VA
11051,Private,N,Chandler,1961,4,1996,3,2,1,1,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,7553,Detached,Conventional
11056,Private,N,Chandler,1932,4,1979,4,2,1,1,Pomeroy,Hendrix,Dobson,4,4,8538,Detached,Conventional
11057,None,N,Scottsdale,1369,3,1983,3,1.75,1,1,Zuni Hills,Desert Canyon Middle,Desert Mountain High,48,48,10230,Detached,Cash
11061,Community,N,Fountain Hills,1386,3,2000,3,2,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills Middl,98,98,6015,Detached,Conventional
11062,None,N,Scottsdale,1416,3,1958,3,2,1,1,Pima,Tonalea,Coronado High,48,48,7077,Detached,Other
11067,Community,N,Chandler,1876,5,2001,4,2.5,2,2,Jane D. Hull,Santan Junior High,Basha High,80,80,4108,Detached,Conventional
11069,None,N,Tempe,1453,3,1980,3,1.75,1,1,Wood,Fees,Marcos De Niza,3,213,7410,Detached,Cash
11076,None,N,Tempe,1548,3,1981,3,2,1,1,Flora Threw,Flora Threw,Tempe High School,3,213,10149,Detached,Cash
11082,Private,N,Scottsdale,4155,7,2011,5,3.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,18995,Detached,Conventional
11083,Private,N,Chandler,5480,8,2004,6,3.5,2,2,San Tan,Santan Junior High,Basha High,80,80,13175,Detached,Conventional
11085,Both,N,Scottsdale,2682,5,1996,4,3,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,8251,Detached,Conventional
11086,Private,N,Scottsdale,2754,3,1995,3,2.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,15681,Detached,Conventional
11087,Private,N,Scottsdale,3128,6,1985,5,4.5,2,2,Laguna,Mountainside,Desert Mountain High,48,48,12051,Detached,Other
11088,Community,N,Scottsdale,2720,3,1966,2,2,1,1,Hopi,Ingleside,Arcadia High,48,48,4834,Detached,Other
11092,None,N,Scottsdale,2492,4,1991,4,2,1,1,Copper Canyon,Sunrise Middle,Horizon School,69,69,10000,Detached,VA
11103,Community,N,Scottsdale,1670,3,1996,2,2,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,5550,Detached,Cash
11108,Private,N,Scottsdale,1355,2,1970,2,2,1,1,Pima,Supai,Coronado High,48,48,5597,Detached,Conventional
11112,None,N,Scottsdale,2371,4,2000,4,2.5,2,2,Grayhawk,Desert Shadows Scott,Paradise Valley,69,69,3015,Detached,Conventional
11117,None,N,Chandler,2215,5,1994,4,3,2,2,Frye,Willis,Hamilton,80,80,6691,Detached,Conventional
11119,None,N,Chandler,1908,3,1992,3,2,1,1,Dr. Howard K. Conley,John M Andersen Jr H,Hamilton,80,80,5502,Detached,Conventional
11127,Private,N,Chandler,1415,3,1960,3,2,1,1,Hartford Sylvia Enci,John M Andersen Jr H,Chandler High,80,80,7684,Detached,Other
11130,None,N,Tempe,1224,3,1972,3,2,1,1,Fuller,Fees,McClintock,3,213,7697,Detached,Conventional
11136,Both,N,Scottsdale,3328,5,1997,5,5,2,2,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,14728,Detached,Other
11142,Private,N,Chandler,2919,5,2018,3,3.5,1,1,Audrey and Robert Ry,Willie & Coy Payne J,Perry,80,80,8966,Detached,Conventional
11145,Private,N,Scottsdale,2857,6,1996,5,3,2,2,Copper Canyon,Sunrise,Horizon School,69,69,8518,Detached,Conventional
11148,Private,N,Scottsdale,2450,4,1985,4,2,1,1,Laguna,Mountainside,Desert Mountain High,48,48,9512,Detached,Conventional
11154,None,N,Scottsdale,1882,4,1998,3,2,1,1,Grayhawk,Mountain Trail,Pinnacle,69,69,7500,Detached,Cash
11157,Private,N,Chandler,3756,6,2001,5,3.5,2,2,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,10703,Detached,Conventional
11159,Private,N,Chandler,2460,5,2000,5,3,2,2,Jane D. Hull,Santan Junior High,Basha High,80,80,8194,Detached,Conventional
11165,Private,N,Tempe,1962,4,1966,4,2,1,1,Hudson,Connolly,McClintock,3,213,9461,Detached,Conventional
11168,None,N,Tempe,1620,3,1973,3,2,1,1,Fuller,Fees,McClintock,3,213,7928,Detached,Conventional
11170,Community,N,Chandler,1514,3,1989,3,2.5,2,2,Kyrene del Cielo,Kyrene Aprende,Corona del Sol,28,213,3546,Detached,Cash
11172,None,N,Tempe,1260,3,1965,3,2,1,1,Hudson,Connolly,McClintock,3,213,6172,Detached,Conventional
11173,None,N,Chandler,1106,2,1980,2,1.75,1,1,Pomeroy,Hendrix,Dobson,4,4,9710,Detached,Conventional
11181,Private,N,Chandler,4461,7,2001,5,3.5,2,2,San Tan,Santan Junior High,Basha High,80,80,19709,Detached,VA
11182,Private,N,Fountain Hills,3800,5,1996,4,3,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,57443,Detached,Conventional
11184,Private,N,Scottsdale,3067,5,1993,5,2.5,2,2,Pinnacle Peak,Pinnacle Peak,Pinnacle,69,69,7678,Detached,Conventional
11185,Private,N,Scottsdale,2280,5,1998,4,2,1,1,Pinnacle Peak,Mountain Trail,Pinnacle,69,69,8585,Detached,Conventional
11187,Private,N,Scottsdale,2381,4,1968,3,2,1,1,Pima,Tonalea,Coronado High,48,48,10289,Detached,Conventional
11190,Private,N,Chandler,2758,4,2006,4,2.5,1,1,Haley Elementary,Santan Junior High,Perry,80,80,8245,Detached,Conventional
11195,None,N,Scottsdale,2037,3,1985,3,2.5,2,2,North Ranch,Desert Shadows,Horizon School,69,69,9404,Detached,Conventional
11208,None,N,Chandler,1538,4,1995,4,2,1,1,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,4944,Detached,Conventional
11210,Private,N,Chandler,1567,4,1995,3,1.75,1,1,Kyrene Del Pueblo,Kyrene Middle,Mountain Pointe,28,213,4948,Detached,FHA
11215,Private,N,Scottsdale,3060,4,1987,4,2.5,1,1,Laguna,Mountainside,Desert Mountain High,48,48,17852,Detached,Conventional
11219,Private,N,Scottsdale,2901,4,1987,4,2.5,1,1,Laguna,Mountainside,Desert Mountain High,48,48,10967,Detached,Conventional
11222,Private,N,Tempe,2639,5,1998,4,2.5,1,1,C. I. Waggoner,Kyrene Middle,Corona del Sol,28,3,9814,Detached,Conventional
11223,Private,N,Scottsdale,2018,4,1970,4,2,1,1,Pueblo,Mohave,Saguaro High,48,48,7581,Detached,Conventional
11226,None,N,Chandler,3211,5,2005,4,3.5,1,1,John & Carol Carlson,Santan Junior High,Perry,80,80,10240,Detached,Conventional
11234,Private,N,Chandler,1886,3,1994,3,2,1,1,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,9888,Detached,Other
11235,None,N,Scottsdale,2049,4,1979,4,2,1,1,Liberty Scottsdale,Sunrise Middle,Horizon,69,69,10504,Detached,Conventional
11237,Community,N,Scottsdale,1378,3,1989,2,2,1,1,Laguna,Mountainside,Desert Mountain High,48,48,3999,Detached,Other
11240,Private,N,Chandler,2160,4,1994,4,2,1,1,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,213,8999,Detached,Other
11245,Community,N,Chandler,1344,3,2001,2,2,1,1,Adult,Adult,Adult,80,80,4275,Detached,Cash
11249,Both,N,Scottsdale,2473,4,1998,3,2.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,7464,Detached,Cash
11252,Community,N,Tempe,1806,3,1991,3,2,1,1,C. I. Waggoner,Kyrene Middle,Corona del Sol,28,213,6081,Detached,Cash
11264,None,N,Scottsdale,1751,3,1955,3,2,1,1,Tavan,Ingleside,Arcadia High,48,48,6883,Detached,Conventional
11275,Private,N,Scottsdale,3516,4,1997,3,4,2,2,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,11747,Detached,Cash
11285,Private,N,Scottsdale,2632,4,1986,4,2,1,1,Laguna,Mountainside,Desert Mountain,48,48,10439,Detached,Other
11299,None,Y,Scottsdale,3350,3,2003,3,4,3,2,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,56149,Detached,Conventional
11305,Community,N,Chandler,1678,3,1993,3,2,2,2,Rudy G. Bologna,Willis,Perry,80,80,4600,Detached,Cash
11306,None,N,Scottsdale,1248,2,1961,2,1,1,1,Navajo,Mohave,Saguaro High,48,48,6367,Detached,Other
11307,None,N,Chandler,1600,3,1980,3,2,1,1,John M. Andersen,John M Andersen Jr H,Chandler High,80,80,6952,Detached,Conventional
11320,None,Y,Scottsdale,3065,5,2022,4,3.5,1,1,Desert Mountain,Desert Mountain Midd,Boulder Creek High A,97,97,47027,Detached,Conventional
11328,Both,N,Scottsdale,1701,3,1998,3,2,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,6894,Detached,Other
11339,None,N,Scottsdale,2298,4,1998,4,2,1,1,Whispering Wind,Sunrise Middle,Horizon School,69,69,9177,Detached,Conventional
11340,Private,N,Scottsdale,1561,3,1986,3,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,7623,Detached,Cash
11344,Both,N,Chandler,2134,4,2000,4,2,1,1,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,8767,Detached,Conventional
11345,None,N,Chandler,2137,5,1996,5,2,1,1,Kyrene de las Manita,Kyrene del Pueblo,Mountain Pointe,28,213,7793,Detached,Conventional
